Log_ID,User_ID,Log_Date,Activity_Type,Duration_Minutes,Calories_Burned,Steps_Count,Avg_Heart_Rate_BPM,Sleep_Hours,Water_Intake_Liters,Mood_Rating
LOG-502208,USR-2090,2024-03-26,HIIT,78,658,16220,156,4.3,0.9,2
LOG-500434,USR-2050,2024-03-26,Cycling,66,70,14336,126,8.4,1.3,4
LOG-502237,USR-2108,2024-03-27,Gym Workout,74,101,13016,133,7.3,1.2,4
LOG-500314,USR-2289,2024-03-27,Swimming,67,513,18467,84,5.4,2.9,5
LOG-500919,USR-2297,2024-03-27,Running,98,186,2504,179,4.6,2.9,1
LOG-500439,USR-2103,2024-03-27,Gym Workout,82,813,7739,175,7.2,3.5,5
LOG-502494,USR-2020,2024-03-27,Running,28,499,19933,83,6.1,1.4,1
LOG-503372,USR-2175,2024-03-27,Running,63,797,7455,97,7.0,1.0,4
LOG-500797,USR-2172,2024-03-27,Running,115,814,8905,157,7.7,3.9,2
LOG-501623,USR-2201,2024-03-27,Running,71,293,16684,160,4.9,2.3,2
LOG-501043,USR-2296,2024-03-27,Walking,10,703,11093,75,6.0,0.9,1
LOG-502729,USR-2220,2024-03-27,Swimming,113,689,5013,136,5.4,2.2,1
LOG-500387,USR-2022,2024-03-28,HIIT,119,681,4253,128,4.1,3.9,4
LOG-501905,USR-2253,2024-03-28,Walking,82,72,6205,115,4.6,1.8,2
LOG-501392,USR-2232,2024-03-28,HIIT,30,346,8024,118,8.6,3.2,2
LOG-500422,USR-2211,2024-03-28,Swimming,74,627,5870,80,6.1,2.2,1
LOG-501951,USR-2189,2024-03-28,Swimming,61,133,10987,103,4.4,2.1,3
LOG-501493,USR-2133,2024-03-28,Cycling,17,869,4734,129,7.3,1.7,4
LOG-501875,USR-2020,2024-03-28,Yoga,32,551,17462,83,5.9,3.0,4
LOG-502666,USR-2182,2024-03-28,Gym Workout,50,227,8664,154,6.2,1.5,4
LOG-501883,USR-2009,2024-03-28,Yoga,77,227,18595,176,7.3,2.2,5
LOG-501945,USR-2194,2024-03-29,Walking,84,208,19375,118,5.3,0.6,3
LOG-501318,USR-2277,2024-03-29,HIIT,87,537,3066,155,8.2,2.9,2
LOG-500611,USR-2100,2024-03-29,Walking,54,872,10132,103,8.5,2.1,5
LOG-501499,USR-2063,2024-03-29,Running,38,856,14284,175,7.0,3.1,2
LOG-501113,USR-2188,2024-03-29,Gym Workout,88,790,14019,173,6.9,1.1,1
LOG-500579,USR-2262,2024-03-29,Yoga,17,476,1697,166,4.5,2.6,5
LOG-500029,USR-2065,2024-03-29,Walking,78,540,13172,99,7.3,2.5,5
LOG-501880,USR-2255,2024-03-29,Gym Workout,89,195,16055,148,4.9,1.5,5
LOG-502063,USR-2243,2024-03-29,Cycling,13,663,15986,129,7.5,1.3,4
LOG-500165,USR-2249,2024-03-29,Swimming,68,69,12219,174,7.8,3.3,2
LOG-500130,USR-2032,2024-03-29,Running,109,348,18013,103,4.3,1.6,2
LOG-502969,USR-2136,2024-03-29,HIIT,94,300,10628,148,5.7,3.1,3
LOG-500794,USR-2288,2024-03-29,Gym Workout,39,414,4782,134,6.4,1.8,4
LOG-500787,USR-2045,2024-03-29,Gym Workout,103,571,2690,164,8.0,3.3,2
LOG-502974,USR-2017,2024-03-29,Yoga,95,761,15112,176,8.5,2.4,2
LOG-502412,USR-2121,2024-03-30,Gym Workout,26,893,5247,135,6.6,2.1,4
LOG-503008,USR-2206,2024-03-30,HIIT,70,812,17076,82,8.4,1.6,1
LOG-501243,USR-2001,2024-03-30,Cycling,76,53,11592,125,8.6,2.6,5
LOG-502864,USR-2155,2024-03-30,Walking,34,51,14750,152,8.1,4.0,5
LOG-500162,USR-2095,2024-03-30,Running,72,769,14543,160,8.1,0.7,4
LOG-503278,USR-2006,2024-03-30,Walking,59,441,19082,154,7.1,3.0,5
LOG-500543,USR-2066,2024-03-30,Gym Workout,59,842,13431,84,7.6,3.0,5
LOG-501268,USR-2028,2024-03-31,Cycling,71,415,17922,146,8.9,1.9,3
LOG-501059,USR-2060,2024-03-31,Running,103,566,711,178,7.9,3.5,2
LOG-502813,USR-2217,2024-03-31,Gym Workout,106,98,2148,151,5.5,2.0,3
LOG-502179,USR-2070,2024-03-31,HIIT,67,505,4480,123,4.6,3.2,4
LOG-500758,USR-2203,2024-03-31,Cycling,82,565,14723,169,7.6,0.9,1
LOG-502456,USR-2267,2024-03-31,Running,12,331,7979,112,5.2,3.0,3
LOG-500626,USR-2197,2024-03-31,Cycling,17,696,16141,127,6.2,3.3,1
LOG-502950,USR-2250,2024-03-31,Gym Workout,29,654,11632,140,5.0,1.8,1
LOG-501553,USR-2203,2024-04-01,Yoga,63,761,7726,121,4.4,1.4,1
LOG-502816,USR-2051,2024-04-01,HIIT,37,240,4753,153,7.2,3.4,2
LOG-501785,USR-2151,2024-04-01,HIIT,82,641,17371,115,7.2,2.4,1
LOG-500599,USR-2101,2024-04-01,Cycling,76,750,14868,126,6.9,3.3,2
LOG-502001,USR-2263,2024-04-01,Gym Workout,39,345,18361,128,6.0,0.8,2
LOG-500764,USR-2235,2024-04-01,Walking,33,132,11295,137,7.6,2.0,3
LOG-500768,USR-2159,2024-04-01,Walking,106,392,9660,149,7.9,3.7,2
LOG-501616,USR-2048,2024-04-01,Swimming,40,700,1745,165,6.5,1.0,2
LOG-503482,USR-2176,2024-04-02,Yoga,17,217,6188,150,6.9,3.8,2
LOG-501008,USR-2085,2024-04-02,Running,31,610,12722,100,5.9,3.2,5
LOG-500712,USR-2220,2024-04-02,HIIT,74,476,5340,151,8.3,3.6,3
LOG-501139,USR-2108,2024-04-02,Gym Workout,50,555,3093,87,6.8,3.4,5
LOG-502230,USR-2144,2024-04-02,Gym Workout,50,287,2627,160,8.1,2.7,1
LOG-500714,USR-2283,2024-04-02,HIIT,91,677,11199,175,7.8,1.7,3
LOG-503220,USR-2127,2024-04-02,Running,50,644,4667,155,5.2,2.2,2
LOG-502117,USR-2038,2024-04-02,HIIT,10,221,10349,119,7.3,2.1,2
LOG-500262,USR-2167,2024-04-03,Yoga,48,840,9353,133,5.4,2.5,3
LOG-501293,USR-2228,2024-04-03,Running,71,572,13223,115,6.6,0.8,1
LOG-503324,USR-2206,2024-04-03,Swimming,70,102,9998,114,5.8,3.2,1
LOG-501715,USR-2249,2024-04-03,Cycling,46,444,4437,173,6.2,3.9,4
LOG-501141,USR-2146,2024-04-03,HIIT,79,450,12947,72,4.3,1.1,2
LOG-500777,USR-2025,2024-04-03,Running,68,494,4631,79,8.9,1.7,5
LOG-502886,USR-2007,2024-04-03,Running,53,270,9665,72,7.3,2.4,3
LOG-500979,USR-2230,2024-04-03,Cycling,92,131,9254,123,6.9,0.7,5
LOG-503351,USR-2201,2024-04-03,Cycling,47,605,3266,122,4.9,3.5,1
LOG-501619,USR-2144,2024-04-03,Yoga,27,698,2774,177,6.0,2.5,1
LOG-502143,USR-2282,2024-04-03,Walking,42,69,994,147,6.0,3.9,2
LOG-500461,USR-2227,2024-04-04,Cycling,110,560,1128,161,8.7,2.6,2
LOG-500537,USR-2149,2024-04-04,HIIT,112,770,12673,175,6.7,2.3,1
LOG-500108,USR-2263,2024-04-04,Gym Workout,69,872,18235,139,8.0,3.7,4
LOG-502385,USR-2087,2024-04-04,Yoga,102,806,1981,154,4.2,1.3,4
LOG-501849,USR-2155,2024-04-04,Swimming,11,736,7455,106,8.3,2.4,5
LOG-503447,USR-2156,2024-04-04,Yoga,28,670,15326,102,8.8,3.0,2
LOG-501226,USR-2255,2024-04-05,Walking,36,679,5478,110,4.2,2.0,1
LOG-502317,USR-2077,2024-04-05,HIIT,117,503,5725,146,6.2,1.2,5
LOG-501901,USR-2245,2024-04-05,Swimming,64,498,5718,154,8.2,1.4,1
LOG-500601,USR-2251,2024-04-05,HIIT,10,71,1176,156,5.9,0.5,2
LOG-502223,USR-2107,2024-04-05,Gym Workout,54,867,10368,108,8.6,2.0,3
LOG-502762,USR-2019,2024-04-05,Cycling,42,379,13609,146,5.7,1.0,1
LOG-500364,USR-2276,2024-04-05,Cycling,116,614,12108,99,5.5,1.1,4
LOG-500625,USR-2193,2024-04-05,Yoga,77,365,14370,93,5.2,3.3,4
LOG-502924,USR-2271,2024-04-05,Walking,20,650,2921,82,8.5,0.8,5
LOG-500135,USR-2263,2024-04-05,Cycling,108,734,6926,143,8.5,1.8,2
LOG-500566,USR-2222,2024-04-06,Yoga,56,762,635,149,5.4,0.8,5
LOG-500539,USR-2121,2024-04-06,Walking,101,804,3728,94,6.9,3.6,1
LOG-502127,USR-2232,2024-04-06,Cycling,93,306,16701,125,8.7,1.6,5
LOG-500100,USR-2089,2024-04-06,Cycling,34,357,18046,81,7.5,3.3,2
LOG-501652,USR-2189,2024-04-06,HIIT,20,211,7575,139,4.7,2.1,3
LOG-500337,USR-2297,2024-04-06,Gym Workout,25,615,19292,72,4.9,1.7,4
LOG-501622,USR-2199,2024-04-06,Cycling,83,724,18923,140,4.8,1.3,2
LOG-502386,USR-2250,2024-04-06,Running,45,372,15278,169,7.9,1.8,1
LOG-500320,USR-2029,2024-04-06,HIIT,111,132,18787,149,6.7,2.5,5
LOG-502839,USR-2218,2024-04-06,HIIT,54,253,8231,128,8.2,3.3,5
LOG-502183,USR-2121,2024-04-06,Walking,92,634,2202,146,7.0,1.3,2
LOG-502460,USR-2021,2024-04-07,Gym Workout,46,555,13414,138,4.1,1.6,3
LOG-501384,USR-2051,2024-04-07,Gym Workout,59,758,11575,128,8.7,3.6,4
LOG-502313,USR-2005,2024-04-07,HIIT,96,167,648,93,5.1,2.2,5
LOG-501162,USR-2120,2024-04-07,Running,34,403,19228,85,7.4,3.4,1
LOG-502254,USR-2284,2024-04-07,Cycling,62,85,8832,154,6.2,3.9,2
LOG-500017,USR-2141,2024-04-07,Gym Workout,90,556,11825,96,7.4,3.1,5
LOG-500058,USR-2190,2024-04-07,Gym Workout,62,664,12762,94,8.4,3.2,5
LOG-500076,USR-2140,2024-04-07,Yoga,97,77,5331,128,8.1,2.3,4
LOG-502400,USR-2177,2024-04-07,Walking,104,481,18670,139,6.0,0.7,3
LOG-502641,USR-2151,2024-04-07,Walking,77,484,9021,130,4.6,1.1,1
LOG-502679,USR-2248,2024-04-07,Cycling,105,543,3014,89,8.5,3.2,2
LOG-502806,USR-2204,2024-04-07,Yoga,53,343,12152,166,4.0,1.9,5
LOG-500419,USR-2233,2024-04-08,Gym Workout,67,581,13715,93,6.9,0.8,3
LOG-502583,USR-2202,2024-04-08,Gym Workout,23,482,16487,132,4.4,3.8,5
LOG-503421,USR-2229,2024-04-08,Walking,38,124,16135,106,7.0,2.4,5
LOG-500027,USR-2064,2024-04-08,Cycling,33,740,1136,176,6.7,1.1,1
LOG-501816,USR-2187,2024-04-08,Yoga,34,363,15033,179,6.4,3.3,5
LOG-503462,USR-2082,2024-04-08,Swimming,87,252,1302,107,4.3,3.4,1
LOG-500456,USR-2133,2024-04-08,HIIT,14,588,7942,130,4.0,1.1,3
LOG-501711,USR-2115,2024-04-08,Cycling,17,746,12095,175,5.2,0.8,3
LOG-501581,USR-2155,2024-04-08,Cycling,26,378,12571,128,5.8,1.2,3
LOG-500682,USR-2062,2024-04-08,Yoga,78,746,15836,102,4.1,2.2,5
LOG-501913,USR-2218,2024-04-08,Gym Workout,108,365,10473,73,7.7,0.9,2
LOG-502737,USR-2272,2024-04-08,Swimming,105,805,16650,150,8.5,3.2,2
LOG-500610,USR-2298,2024-04-08,Walking,85,284,5367,153,4.5,2.7,4
LOG-502566,USR-2136,2024-04-08,HIIT,71,100,18386,129,8.7,0.8,3
LOG-502155,USR-2287,2024-04-09,Gym Workout,108,789,1357,116,4.0,1.3,1
LOG-500985,USR-2232,2024-04-09,Swimming,20,607,1995,153,4.2,3.6,1
LOG-501465,USR-2054,2024-04-09,Swimming,81,363,19519,178,4.5,2.2,3
LOG-500821,USR-2129,2024-04-09,Gym Workout,100,69,10224,134,8.8,3.0,3
LOG-502239,USR-2050,2024-04-09,Yoga,29,855,12908,117,8.8,2.9,2
LOG-502801,USR-2104,2024-04-09,Cycling,107,295,14893,85,5.3,2.1,1
LOG-502439,USR-2092,2024-04-09,Gym Workout,19,336,2141,108,4.5,2.9,5
LOG-500380,USR-2114,2024-04-09,Gym Workout,64,238,14401,102,7.6,2.3,1
LOG-502478,USR-2147,2024-04-09,Yoga,92,865,8820,95,4.5,2.3,3
LOG-502888,USR-2115,2024-04-10,Swimming,56,862,11159,164,4.2,2.7,4
LOG-501450,USR-2167,2024-04-10,Yoga,87,545,8980,72,6.8,0.9,1
LOG-500237,USR-2248,2024-04-10,Yoga,71,794,4592,150,6.6,2.2,5
LOG-501378,USR-2032,2024-04-10,Cycling,49,469,8155,156,8.0,1.1,4
LOG-503487,USR-2044,2024-04-10,Walking,81,161,3100,159,7.8,1.5,4
LOG-502401,USR-2137,2024-04-10,Running,50,729,3867,150,8.7,3.0,4
LOG-501939,USR-2133,2024-04-10,Yoga,93,388,13957,159,7.1,3.2,5
LOG-500035,USR-2070,2024-04-10,HIIT,12,827,18701,175,8.5,2.6,3
LOG-501500,USR-2141,2024-04-10,Swimming,16,875,8368,77,6.9,2.7,1
LOG-502830,USR-2048,2024-04-10,Yoga,55,99,6292,112,6.9,3.3,2
LOG-500618,USR-2078,2024-04-10,Gym Workout,109,656,6096,173,6.0,1.1,3
LOG-503478,USR-2031,2024-04-11,Swimming,32,617,2975,170,6.8,3.3,2
LOG-503153,USR-2141,2024-04-11,HIIT,77,495,1068,109,5.6,2.2,4
LOG-500074,USR-2084,2024-04-11,Walking,46,668,8840,119,6.7,3.3,4
LOG-501358,USR-2187,2024-04-11,HIIT,46,470,16863,145,4.2,2.7,5
LOG-502580,USR-2240,2024-04-11,Swimming,90,213,3552,81,7.7,2.7,3
LOG-500726,USR-2244,2024-04-11,Walking,53,402,18986,102,6.4,0.9,3
LOG-500042,USR-2113,2024-04-11,Running,74,207,6686,170,7.1,1.9,5
LOG-500333,USR-2192,2024-04-11,Yoga,61,252,7031,149,8.0,3.5,3
LOG-502731,USR-2248,2024-04-12,Yoga,105,401,17893,78,7.3,2.5,5
LOG-502613,USR-2161,2024-04-12,Swimming,85,827,5763,101,4.6,3.7,1
LOG-502048,USR-2238,2024-04-12,Gym Workout,113,201,5909,136,5.1,3.7,4
LOG-500182,USR-2003,2024-04-12,Cycling,52,250,4786,100,5.6,0.9,5
LOG-501110,USR-2256,2024-04-12,Cycling,40,313,15833,78,6.8,3.6,1
LOG-503116,USR-2021,2024-04-12,Cycling,117,660,10535,155,7.6,2.1,1
LOG-500922,USR-2202,2024-04-12,Cycling,113,265,14967,165,8.7,3.5,1
LOG-503397,USR-2196,2024-04-12,HIIT,98,346,11461,136,8.3,3.2,1
LOG-501810,USR-2141,2024-04-12,Running,18,810,6142,82,6.1,1.9,3
LOG-502922,USR-2222,2024-04-13,Swimming,19,655,7197,138,8.5,3.3,5
LOG-501673,USR-2271,2024-04-13,Gym Workout,39,596,19714,174,8.7,3.4,4
LOG-501564,USR-2069,2024-04-13,Running,67,353,13529,151,7.4,1.9,5
LOG-500193,USR-2085,2024-04-13,Yoga,112,104,2299,109,7.7,1.3,3
LOG-500865,USR-2268,2024-04-13,Swimming,101,815,15750,102,9.0,3.3,4
LOG-500199,USR-2033,2024-04-13,Gym Workout,112,312,13202,176,5.4,3.7,5
LOG-501281,USR-2254,2024-04-13,Walking,59,318,12160,134,6.5,1.2,2
LOG-501111,USR-2093,2024-04-13,Running,72,311,13070,84,6.3,1.8,4
LOG-502848,USR-2187,2024-04-13,Cycling,77,682,18858,101,6.9,0.6,3
LOG-502301,USR-2067,2024-04-13,Cycling,84,221,6864,126,8.8,1.7,2
LOG-500517,USR-2012,2024-04-13,Running,60,843,18097,142,8.9,1.1,3
LOG-502557,USR-2249,2024-04-13,Walking,41,480,5675,156,6.5,0.9,4
LOG-503328,USR-2246,2024-04-13,Gym Workout,110,492,10499,147,7.4,1.8,2
LOG-501727,USR-2008,2024-04-14,Cycling,69,442,8385,74,5.1,4.0,1
LOG-502059,USR-2084,2024-04-14,Cycling,119,787,16884,166,5.9,4.0,1
LOG-500823,USR-2245,2024-04-14,Swimming,44,725,8150,132,5.9,2.7,2
LOG-500174,USR-2052,2024-04-14,Gym Workout,77,331,12663,83,5.2,1.0,2
LOG-500252,USR-2022,2024-04-14,Running,63,199,13467,112,4.7,1.1,5
LOG-501146,USR-2171,2024-04-14,Gym Workout,11,120,7611,171,8.4,2.6,1
LOG-503365,USR-2162,2024-04-14,Yoga,86,834,12343,178,4.6,1.3,2
LOG-500751,USR-2191,2024-04-14,Walking,100,321,10203,98,4.7,4.0,2
LOG-502522,USR-2149,2024-04-15,HIIT,35,601,7214,166,7.9,2.8,1
LOG-500826,USR-2017,2024-04-15,HIIT,86,106,13095,91,5.2,0.7,3
LOG-502807,USR-2281,2024-04-15,Walking,10,656,2623,82,8.9,3.4,5
LOG-500116,USR-2258,2024-04-15,Swimming,115,891,14369,139,8.0,2.2,5
LOG-500925,USR-2155,2024-04-15,HIIT,103,713,16502,115,6.7,1.6,4
LOG-501270,USR-2290,2024-04-15,Running,79,657,9302,121,5.2,3.6,2
LOG-501568,USR-2267,2024-04-15,HIIT,47,310,3314,167,7.9,3.0,2
LOG-502268,USR-2172,2024-04-15,Yoga,94,748,18155,85,4.2,2.4,5
LOG-501595,USR-2220,2024-04-15,Cycling,14,426,8828,95,8.2,0.6,4
LOG-503062,USR-2082,2024-04-16,Running,92,124,18964,113,8.5,1.5,3
LOG-502799,USR-2117,2024-04-16,Gym Workout,33,549,17552,174,4.0,3.0,1
LOG-501335,USR-2242,2024-04-16,Swimming,16,658,8617,129,8.8,3.4,3
LOG-501349,USR-2084,2024-04-16,Yoga,64,704,15169,104,8.1,2.8,5
LOG-502414,USR-2019,2024-04-16,Yoga,69,806,11342,145,7.1,2.5,4
LOG-501066,USR-2229,2024-04-16,Cycling,79,360,13219,108,7.4,2.9,1
LOG-501979,USR-2102,2024-04-16,Running,76,703,13803,138,5.0,3.2,1
LOG-501316,USR-2100,2024-04-16,Walking,39,645,2161,179,7.1,1.3,4
LOG-500346,USR-2143,2024-04-17,Swimming,90,217,932,166,7.7,1.6,4
LOG-503431,USR-2020,2024-04-17,Cycling,108,109,11124,93,8.2,0.6,1
LOG-502520,USR-2121,2024-04-17,Yoga,37,844,16014,79,6.3,0.6,2
LOG-500099,USR-2279,2024-04-17,Yoga,93,608,17189,171,5.7,2.5,5
LOG-500297,USR-2160,2024-04-17,Swimming,73,361,17458,116,8.7,2.3,2
LOG-503494,USR-2034,2024-04-17,Cycling,44,757,19082,106,6.7,0.7,4
LOG-500710,USR-2231,2024-04-17,Running,75,329,13156,83,5.7,2.3,4
LOG-501405,USR-2056,2024-04-17,Yoga,100,348,12317,113,8.5,2.3,4
LOG-501862,USR-2278,2024-04-17,Cycling,65,103,8744,82,6.7,2.9,4
LOG-502867,USR-2162,2024-04-17,Running,33,449,7377,75,7.0,0.5,4
LOG-500894,USR-2266,2024-04-18,HIIT,88,286,15657,75,5.8,0.6,1
LOG-502586,USR-2120,2024-04-18,HIIT,19,310,15353,75,5.1,3.7,1
LOG-503366,USR-2233,2024-04-18,Swimming,40,458,18810,116,5.5,2.2,5
LOG-500966,USR-2069,2024-04-18,Walking,94,815,8467,154,8.6,1.0,3
LOG-503306,USR-2177,2024-04-18,Yoga,71,405,5213,88,5.2,3.7,1
LOG-501348,USR-2253,2024-04-19,Running,109,206,3671,133,7.5,4.0,5
LOG-500140,USR-2190,2024-04-19,HIIT,118,428,17907,152,7.0,0.8,5
LOG-500689,USR-2072,2024-04-19,HIIT,114,620,17103,87,6.7,1.2,2
LOG-501288,USR-2218,2024-04-19,Swimming,117,454,12891,71,7.0,1.8,4
LOG-503043,USR-2166,2024-04-19,HIIT,110,737,13933,163,7.2,3.6,1
LOG-501657,USR-2140,2024-04-19,Yoga,101,663,19213,158,8.1,0.8,2
LOG-502532,USR-2128,2024-04-20,Cycling,64,428,13987,175,4.9,0.7,2
LOG-502090,USR-2050,2024-04-20,Running,77,158,3458,142,5.3,2.4,2
LOG-500294,USR-2257,2024-04-20,HIIT,92,766,2809,167,5.8,1.1,1
LOG-500322,USR-2099,2024-04-20,Yoga,106,513,5255,162,4.1,1.9,4
LOG-501313,USR-2019,2024-04-20,Swimming,108,678,9961,105,4.5,0.8,5
LOG-500511,USR-2259,2024-04-20,Gym Workout,111,610,15522,161,7.3,2.3,3
LOG-502190,USR-2271,2024-04-20,Walking,97,811,9660,128,7.1,1.4,1
LOG-500509,USR-2197,2024-04-20,Yoga,75,257,14353,96,6.4,1.7,3
LOG-501290,USR-2153,2024-04-20,Yoga,114,417,18497,73,7.9,2.1,3
LOG-502101,USR-2113,2024-04-20,Swimming,73,538,6724,143,6.4,1.0,2
LOG-500809,USR-2120,2024-04-21,Swimming,85,894,8273,76,4.6,1.5,5
LOG-501314,USR-2137,2024-04-21,Walking,95,544,6055,128,5.1,3.2,1
LOG-502118,USR-2198,2024-04-21,Cycling,45,292,15384,177,8.9,2.2,1
LOG-502945,USR-2297,2024-04-21,HIIT,61,514,7793,77,7.9,2.9,2
LOG-501969,USR-2272,2024-04-21,Walking,102,595,565,91,7.3,1.0,1
LOG-502161,USR-2171,2024-04-21,HIIT,35,296,13046,136,8.6,1.6,2
LOG-502017,USR-2206,2024-04-21,Yoga,38,356,13805,151,5.8,2.2,1
LOG-500620,USR-2068,2024-04-21,HIIT,114,755,5965,116,8.5,0.9,1
LOG-503477,USR-2020,2024-04-21,Swimming,12,124,4412,139,8.0,3.8,3
LOG-501078,USR-2149,2024-04-21,Yoga,108,338,2825,137,5.0,3.7,3
LOG-501834,USR-2070,2024-04-21,Walking,93,392,6631,152,7.2,1.7,4
LOG-501063,USR-2226,2024-04-22,Cycling,91,120,14498,118,5.7,3.1,1
LOG-500375,USR-2136,2024-04-22,Gym Workout,57,55,6105,162,6.3,3.8,5
LOG-501655,USR-2023,2024-04-22,Swimming,19,775,602,178,7.1,0.8,2
LOG-501701,USR-2105,2024-04-22,Running,67,194,6345,94,7.4,1.4,4
LOG-502302,USR-2219,2024-04-22,Cycling,116,467,13441,159,4.1,2.3,5
LOG-500953,USR-2191,2024-04-22,HIIT,115,320,5528,153,7.8,3.7,4
LOG-502443,USR-2287,2024-04-22,Running,73,723,15866,110,8.8,2.8,3
LOG-501459,USR-2225,2024-04-22,Gym Workout,111,316,13496,76,5.8,3.6,2
LOG-500497,USR-2280,2024-04-22,Walking,84,709,12054,162,6.3,3.5,4
LOG-502697,USR-2021,2024-04-23,Cycling,62,388,2942,85,4.4,1.1,5
LOG-500205,USR-2278,2024-04-23,Gym Workout,26,577,17651,149,4.6,2.1,5
LOG-501013,USR-2146,2024-04-23,HIIT,48,406,12615,166,6.3,1.2,4
LOG-502765,USR-2092,2024-04-23,Gym Workout,41,805,2262,132,8.7,2.4,5
LOG-502498,USR-2215,2024-04-23,Running,11,869,10845,132,7.2,0.7,3
LOG-501087,USR-2081,2024-04-23,HIIT,71,720,8205,155,4.8,1.8,4
LOG-500208,USR-2298,2024-04-23,Cycling,91,325,10831,116,4.8,2.1,3
LOG-500284,USR-2198,2024-04-23,Cycling,70,889,5086,145,8.9,3.3,4
LOG-501467,USR-2118,2024-04-23,HIIT,109,821,8450,100,7.5,3.0,2
LOG-501577,USR-2216,2024-04-23,HIIT,108,252,3603,136,7.3,3.0,1
LOG-501817,USR-2089,2024-04-24,Yoga,56,125,753,165,4.2,3.3,5
LOG-502266,USR-2121,2024-04-24,HIIT,72,373,7395,166,6.7,2.2,1
LOG-500411,USR-2238,2024-04-24,HIIT,105,178,6414,148,7.2,3.8,3
LOG-500701,USR-2045,2024-04-24,Running,32,358,19823,116,8.2,1.1,2
LOG-502824,USR-2297,2024-04-24,Yoga,57,830,6901,169,7.2,2.0,1
LOG-503009,USR-2283,2024-04-24,Walking,99,347,14664,117,5.3,2.4,3
LOG-502329,USR-2090,2024-04-24,Cycling,71,174,17184,71,5.5,1.1,4
LOG-503375,USR-2099,2024-04-24,Swimming,88,688,19608,92,6.1,1.0,1
LOG-502388,USR-2259,2024-04-24,Gym Workout,12,55,9451,84,8.2,0.6,5
LOG-503453,USR-2179,2024-04-24,Walking,105,287,5462,150,8.2,0.9,1
LOG-501928,USR-2218,2024-04-24,Gym Workout,53,806,2913,143,4.2,2.2,4
LOG-502256,USR-2224,2024-04-25,Swimming,55,485,6524,121,4.2,1.6,4
LOG-501149,USR-2233,2024-04-25,Gym Workout,114,748,5522,176,6.3,2.0,3
LOG-503213,USR-2124,2024-04-25,Yoga,54,504,4254,70,8.4,2.9,1
LOG-501781,USR-2173,2024-04-25,HIIT,24,675,2952,103,5.9,2.4,3
LOG-500793,USR-2216,2024-04-25,Cycling,77,858,16125,95,4.5,3.1,2
LOG-500264,USR-2065,2024-04-25,Yoga,50,173,7556,172,6.0,3.3,1
LOG-502272,USR-2037,2024-04-25,Running,48,470,4859,110,8.0,2.1,5
LOG-501471,USR-2173,2024-04-25,Cycling,117,281,15695,137,5.8,3.7,2
LOG-502289,USR-2248,2024-04-26,HIIT,90,770,4940,118,5.8,3.8,5
LOG-502927,USR-2217,2024-04-26,Yoga,66,398,2082,149,6.9,3.8,3
LOG-503178,USR-2025,2024-04-26,Cycling,103,106,11379,112,8.0,3.7,3
LOG-502547,USR-2227,2024-04-26,Walking,57,504,16038,133,8.6,0.9,5
LOG-501073,USR-2208,2024-04-26,Cycling,67,656,5517,168,6.4,1.8,5
LOG-500597,USR-2066,2024-04-26,Cycling,58,819,17436,146,6.7,2.3,1
LOG-502102,USR-2287,2024-04-26,HIIT,25,852,13580,132,6.9,1.6,3
LOG-503125,USR-2112,2024-04-26,Cycling,17,583,2954,173,5.6,2.7,4
LOG-501706,USR-2284,2024-04-26,Yoga,11,819,6955,112,7.9,2.1,2
LOG-502661,USR-2039,2024-04-27,Yoga,109,319,8091,175,7.5,1.1,1
LOG-503218,USR-2283,2024-04-27,HIIT,97,537,5408,112,4.3,3.8,5
LOG-500827,USR-2259,2024-04-27,Yoga,49,194,1384,179,6.2,0.8,3
LOG-502601,USR-2111,2024-04-27,HIIT,28,867,19131,123,7.4,1.5,3
LOG-501679,USR-2159,2024-04-27,Swimming,37,182,6237,177,8.7,0.8,5
LOG-502436,USR-2088,2024-04-27,Cycling,48,835,1460,82,5.3,3.6,1
LOG-502916,USR-2080,2024-04-27,Swimming,91,412,1195,81,6.9,3.6,1
LOG-501531,USR-2198,2024-04-27,HIIT,103,661,5078,125,7.1,2.9,4
LOG-502723,USR-2287,2024-04-27,HIIT,77,61,18550,120,8.3,0.6,5
LOG-500880,USR-2010,2024-04-28,Walking,94,656,17783,106,5.7,0.5,2
LOG-501208,USR-2172,2024-04-28,Yoga,69,486,5593,142,5.7,2.9,3
LOG-502233,USR-2262,2024-04-28,Yoga,87,213,5422,87,4.2,2.5,5
LOG-502643,USR-2076,2024-04-28,Yoga,11,783,16612,168,5.4,1.9,4
LOG-503341,USR-2066,2024-04-28,Gym Workout,17,805,6247,122,4.7,2.6,3
LOG-501821,USR-2160,2024-04-28,Cycling,20,214,830,128,6.6,3.0,1
LOG-500806,USR-2286,2024-04-28,Cycling,46,682,10407,121,7.8,3.9,2
LOG-502248,USR-2001,2024-04-29,Running,98,81,4580,160,6.4,1.7,5
LOG-500970,USR-2234,2024-04-29,Cycling,115,700,16015,175,7.1,3.9,3
LOG-500796,USR-2065,2024-04-29,Swimming,67,368,15120,137,5.7,2.5,2
LOG-500948,USR-2290,2024-04-29,Gym Workout,114,732,13663,123,9.0,0.8,5
LOG-501789,USR-2134,2024-04-29,Gym Workout,16,408,11029,75,6.1,3.2,5
